TR:COLO320HSR:CellLine,TR:EGF,TR:HGF,TR:IGF1,TR:TGFb,TR:TNFa,TR:EGFRi,TR:IKKi,TR:MEKi,TR:PI3Ki,TR:PLXi,TR:TAK1i,TR:TBK1i,TR:mTORi,DA:ALL,DV:AKT,DV:EGFR,DV:ERK,DV:GSK3,DV:IkBa,DV:JNK,DV:MEK,DV:PI3K,DV:RPS6,DV:RSKp90,DV:SMAD2,DV:cJun,DV:mTOR,DV:p38
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,nan,0.0,0.0,-0.0,-0.0,0.0,0.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,nan,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,nan,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,nan,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,nan,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,nan,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,nan,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,nan,0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,nan,0.0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,nan,0.0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,nan,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,nan,0.0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,nan,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,nan,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,nan,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,nan,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,nan,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,nan,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,-0.109624491174,0.0885366746017,0.071553261025,-0.420739858643,-0.062735755348,0.0324214776924,0.554588851678,nan,-0.321928094887,0.113210610448,0.499101764067,1.13606154958,-0.315775867906,0.255257055242
1,1,0,0,0,0,0,0,0,1,0,0,0,0,30,0.101879614019,-0.0183785293149,0.204819791888,-0.686633918616,0.145850866463,0.0,0.614709844115,nan,-0.0588936890536,0.472752997135,0.415037499279,0.558294550259,-0.660911353954,0.331205908475
1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,0.227410496103,0.188072348153,0.365284464082,0.094975590605,0.399607458709,0.0641303374197,1.0,nan,0.230612928141,0.51457317283,0.471621027645,0.901596295939,-0.444099964881,0.403355694231
1,0,0,0,0,1,0,0,0,1,0,0,0,0,30,0.227410496103,0.15565087046,0.365284464082,0.92555005084,0.693338661766,0.34792330342,1.10852445678,nan,0.163498732283,0.555215157327,0.701918647067,1.93514885565,0.0721497857558,0.133266530863
1,0,0,0,1,0,0,0,0,1,0,0,0,0,30,0.068712750084,0.122484006525,0.509674373417,0.662515645006,0.30339214345,0.241008099504,1.02236781303,nan,0.325770161182,0.192645077942,0.980634675133,1.20645087747,0.0603726179795,0.331205908475
1,0,1,0,0,0,0,0,0,1,0,0,0,0,30,2.50663414004,0.866144253265,3.12298149983,2.65236768963,3.03037364904,2.81669278664,4.7414669864,nan,3.57531233069,3.24327115101,2.6103850976,3.56098363779,1.84731170348,2.82716340314
1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,-0.228268987673,0.0885366746017,0.048094288201,-0.455435599904,0.278301162487,0.0641303374197,0.614709844115,0.0395283641866,0.0565835283664,0.166649869409,-0.0790715709912,1.0,nan,0.133266530863
1,1,0,0,0,0,0,0,0,0,0,0,0,1,30,0.0347654181607,0.15565087046,0.365284464082,0.377197693253,0.200298650486,0.241008099504,1.0,0.0,0.163498732283,0.594743521514,0.197446064206,1.31238432222,nan,0.438121112392
1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,-0.499571009491,-0.133855746735,-0.0246620542343,-2.19142607065,0.0303736490435,-0.289506617195,0.49185309633,-0.082462160192,-0.370837695368,-0.0297473433941,-0.473931188332,-0.0483630215614,nan,0.0458036896131
1,0,0,0,0,1,0,0,0,0,0,0,0,1,30,-0.109624491174,-0.0183785293149,0.071553261025,-0.941447817645,0.30339214345,-0.13750352375,0.554588851678,-0.169925001442,-0.421463768438,-0.0297473433941,-0.228818690496,0.70165872543,nan,0.0458036896131
1,0,0,0,1,0,0,0,0,0,0,0,0,1,30,0.068712750084,0.188072348153,0.326810316267,-0.167259759522,0.352301743931,0.241008099504,0.906890595609,0.0780025120013,0.230612928141,0.385290155885,0.471621027645,0.849757364419,nan,0.403355694231
1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,2.63113268215,0.886043810703,3.44378643776,3.50262587414,3.08203576887,3.02438415863,6.73470962023,1.44478484267,4.01673401576,3.98891650087,2.62293035092,4.20473236024,nan,2.96466692689
1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0.328948522565,0.250808103501,0.457206953523,0.6448802251,0.376148485885,0.34792330342,nan,0.11547721742,0.294743265561,0.535037275389,0.604071323669,0.795986107978,0.289506617195,0.331205908475
1,1,0,0,0,0,0,0,1,0,0,0,0,0,30,-0.148098638989,-0.0943273825482,0.161751069997,-0.869497975766,0.145850866463,0.125530882084,nan,-0.082462160192,0.0565835283664,0.292180751493,0.356143810225,0.446401670188,-0.700439718141,0.0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,30,1.98229799827,0.477578965348,1.97533794577,2.90347188538,2.0,2.11042398969,nan,0.736965594166,2.66599907281,2.92444896699,1.94110631095,2.0,2.04849851769,2.18535504201
1,0,0,0,0,1,0,0,1,0,0,0,0,0,30,0.227410496103,0.0885366746017,0.326810316267,1.4694852833,0.80296315294,0.241008099504,nan,0.0,0.356143810225,0.707218250772,0.653824358866,1.01576731586,0.433416028594,0.255257055242
1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,0.342887713523,0.21978120788,0.640918906695,1.79633725683,0.352301743931,0.184424571137,nan,0.0,0.552541023029,1.02914634566,1.19744606421,0.721024050297,0.5972408305,0.537656785943
1,0,1,0,0,0,0,0,1,0,0,0,0,0,30,7.31066819427,1.6150824891,4.45720695352,4.10269788242,3.57983746854,4.19520440989,nan,2.63742992062,4.16564400411,4.44328187864,4.08859392327,4.62277592261,2.67459971321,3.65313400336
1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0.370368449945,0.281181752544,0.365284464082,-0.0171751438081,0.200298650486,0.0641303374197,1.18982455888,0.0,-0.0995356735509,0.292180751493,0.457681836687,0.740132873245,0.201097642973,0.0901978089716
1,1,0,0,0,0,0,0,0,0,0,0,1,0,30,0.423807708907,0.188072348153,0.365284464082,-0.423599512782,0.352301743931,0.0641303374197,1.10852445678,0.0,0.0931094043915,0.385290155885,0.415037499279,0.446401670188,-0.255654875468,0.0901978089716
1,0,0,1,0,0,0,0,0,0,0,0,1,0,30,4.24607434037,0.0885366746017,0.365284464082,2.60824935326,0.25276607038,0.0641303374197,0.954196310387,0.0,0.0565835283664,0.844721774522,0.385891153619,0.446401670188,0.329307625253,0.133266530863
1,0,0,0,0,1,0,0,0,0,0,0,1,0,30,0.573185332945,0.0181473467103,0.246639967583,-0.266453116061,0.489805267681,-0.0671141958585,1.26678654069,0.0,0.0191088229477,0.243271151012,0.443606651476,0.492205359801,0.163058281954,0.215728691055
1,0,0,0,1,0,0,0,0,0,0,0,1,0,30,0.44980291744,0.21978120788,0.365284464082,0.367304888495,0.25276607038,0.184424571137,1.56985560833,0.0,-0.141355849246,0.472752997135,0.961005868384,0.740132873245,0.0721497857558,0.331205908475
1,0,1,0,0,0,0,0,0,0,0,0,1,0,30,7.53896961761,0.718587064851,2.62515159084,4.00053344243,1.20029865049,1.42321143072,8.05629901455,0.874469117916,2.52606881167,3.59474352151,1.23061292814,2.86289276661,1.6803820658,1.31259023031
1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0.0,-0.0369942074822,0.161751069997,-0.203662743172,0.0892673380971,0.0641303374197,0.18982455888,0.152003093445,0.356143810225,0.166649869409,0.400537929584,0.260389684578,-0.486660427109,0.111892880071
1,1,0,0,0,0,0,1,0,0,0,0,0,0,30,0.166009951439,0.122484006525,0.4027591695,0.58780525049,0.399607458709,0.241008099504,0.584962500721,0.0,0.230612928141,0.594743521514,0.653824358866,0.422942697364,0.238159737195,0.3677317845
1,0,0,1,0,0,0,1,0,0,0,0,0,0,30,2.0,0.477578965348,1.54362170534,2.77404624622,1.76733924321,1.75002174699,1.45943161864,0.736965594166,2.39323312896,2.21818017005,1.51264829591,1.38702312311,1.69187770464,1.33120590848
1,0,0,0,0,1,0,1,0,0,0,0,0,0,30,0.227410496103,0.21978120788,0.4027591695,1.33552249504,0.489805267681,0.447458976971,0.832890014165,0.0780025120013,0.230612928141,0.594743521514,0.653824358866,1.20645087747,0.605368711383,0.255257055242
1,0,0,0,1,0,0,1,0,0,0,0,0,0,30,0.068712750084,0.310929095938,0.326810316267,-0.281938363559,0.25276607038,0.34792330342,0.781359713525,0.222392421336,0.526068811668,0.51457317283,0.793549122533,0.39909595541,0.217098121667,0.438121112392
1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,6.28224088866,1.43768623822,2.63305678892,3.9806635149,3.15965666599,4.53492181822,4.04439411936,2.47393118833,0.771181309504,4.7184455062,3.65382435887,2.65711228648,2.54537704871,2.81398801439
1,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0.0174874267288,0.171952682789,0.0946368741381,0.094975590605,0.117836490294,0.0641303374197,0.18982455888,-0.169925001442,0.111031312389,0.339486466272,0.180572245642,0.457989644463,-0.190884620078,0.0458036896131
1,1,0,0,0,0,0,0,0,0,1,0,0,0,30,0.227410496103,0.21978120788,0.246639967583,0.877570021938,0.25276607038,0.39854937649,0.807354922058,0.152003093445,0.197446064206,0.555215157327,0.325770161182,0.579668201052,0.487187285035,0.215728691055
1,0,0,1,0,0,0,0,0,0,1,0,0,0,30,1.72991083663,0.424139706386,1.0480942882,2.50901364749,1.06012099244,0.788495894806,1.24792751344,0.353636954615,1.9107326619,1.36257007938,1.09310940439,1.04679421148,1.58496250072,0.903784684741
1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,0.342887713523,0.188072348153,0.474908955256,1.34227195783,0.654864513951,0.49476469175,0.832890014165,0.222392421336,0.356143810225,0.555215157327,0.471621027645,0.849757364419,0.289506617195,0.438121112392
1,0,0,0,1,0,0,0,0,0,1,0,0,0,30,0.342887713523,0.250808103501,0.326810316267,1.27331283186,0.0892673380971,0.295455883526,0.614709844115,0.152003093445,-0.0193653248669,0.292180751493,0.629162304632,0.469485283301,0.580846392249,0.175086706558
1,0,1,0,0,0,0,0,0,0,1,0,0,0,30,6.50120609532,1.60310984743,3.11735695064,3.57568468713,2.8377285711,3.04836302156,5.89784545601,2.70043971814,1.53936563428,3.66606092602,3.0658020584,2.17870588698,2.38466385024,2.16474476234
1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0.212303603713,0.15565087046,0.0946368741381,-0.148214003832,0.0892673380971,0.184424571137,-0.0692626624371,0.11547721742,0.278975949703,0.493814612663,-0.162729500038,-0.358047520694,-0.486660427109,0.0901978089716
1,1,0,0,0,0,0,0,0,0,0,1,0,0,30,0.44980291744,0.15565087046,0.161751069997,0.0585521823551,0.145850866463,0.295455883526,-0.142019004872,0.0780025120013,0.230612928141,0.594743521514,-0.0995356735509,-0.222392421336,-0.315775867906,0.255257055242
1,0,0,1,0,0,0,0,0,0,0,1,0,0,30,4.6466684617,0.340075441598,0.509674373417,2.35150121027,0.489805267681,0.49476469175,0.169925001442,0.353636954615,1.49910176407,1.21818017005,0.163498732283,0.106915203917,1.46502563511,0.50523530825
1,0,0,0,0,1,0,0,0,0,0,1,0,0,30,0.596644305769,0.15565087046,0.204819791888,-0.216004093374,0.399607458709,0.125530882084,-0.192645077942,0.289506617195,0.163498732283,0.555215157327,0.163498732283,-0.0483630215614,-0.024874668639,0.331205908475
1,0,0,0,1,0,0,0,0,0,0,1,0,0,30,0.525091044744,0.250808103501,0.204819791888,0.320219752425,0.25276607038,0.0641303374197,-0.245112497837,0.152003093445,0.0931094043915,0.555215157327,-0.141355849246,-0.11547721742,0.163058281954,0.215728691055
1,0,1,0,0,0,0,0,0,0,0,1,0,0,30,6.13279750112,0.65041556221,1.34617564113,2.84407895687,1.37614848589,1.39854937649,6.55794228679,1.03952836419,2.36363834677,2.89308479608,1.40053792958,1.65207669658,1.63346101841,1.52153712058
1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0.257157839497,0.105610187961,0.183446141096,0.909733345377,0.173331602886,0.212993723334,0.426264754702,0.187627003176,0.197446064206,0.407657968913,0.341036917835,0.220125814365,0.21178432177,0.0901978089716
1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,1.91857240066,0.424139706386,1.42113769882,2.48938484074,1.26559011074,1.54056838136,1.33985000288,0.584962500721,1.78240856493,2.34529208795,1.31807576939,1.17168545931,1.53477674355,1.42084312096
1,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0.487938046326,0.204013892022,0.326810316267,1.61523240194,0.693338661766,0.268488835926,0.409390936138,0.187627003176,0.128733314122,0.493814612663,0.565597175854,0.858527574047,0.6803820658,0.215728691055
1,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0.242360837569,0.139162747672,0.225881407416,0.732262776118,0.200298650486,0.295455883526,0.228818690496,0.0395283641866,0.0931094043915,0.407657968913,0.641546029088,0.312384322216,0.168554269709,0.133266530863
1,0,1,0,0,0,0,0,0,0,0,0,0,0,30,5.9733648735,1.59103701513,2.95970729405,3.16160150907,2.64016800274,3.85798099513,5.02444712404,3.09216984393,2.69302224658,4.0488482601,3.60880924268,1.90159629594,2.14365575073,2.29373120306
