TR:HCT116:CellLine,TR:EGF,TR:HGF,TR:IGF1,TR:TGFb,TR:TNFa,TR:EGFRi,TR:IKKi,TR:MEKi,TR:PI3Ki,TR:PLXi,TR:TAK1i,TR:TBK1i,TR:mTORi,DA:ALL,DV:AKT,DV:EGFR,DV:ERK,DV:GSK3,DV:IkBa,DV:JNK,DV:MEK,DV:PI3K,DV:RPS6,DV:RSKp90,DV:SMAD2,DV:cJun,DV:mTOR,DV:p38
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,nan,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,nan,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,nan,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,nan,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,nan,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,nan,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,nan,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,nan,0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,nan,0.0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,nan,0.0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,nan,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,nan,0.0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,nan,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,nan,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,nan,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,nan,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,nan,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,nan,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,-2.81596805236,-0.369233809666,-1.33832253314,0.0,-1.07681559705,-0.528928465807,0.33077311418,nan,-2.12800761238,-1.13750352375,-0.894506871153,0.372620057982,-0.0840642647885,-1.16992500144
1,1,0,0,0,0,0,0,0,1,0,0,0,0,30,-2.57031572476,2.56543994246,-1.1456774552,0.447357624971,-0.791413378189,-0.448758117123,0.81340396673,nan,-1.88243040362,-0.325575871903,-0.688055993685,0.556011127025,0.276580937672,-0.865070419914
1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,-2.69187770464,-0.253756592246,-1.0752881273,0.711506511387,-0.828888083607,-0.166358386422,0.47269626847,nan,-2.22012581436,-0.606988807051,-0.720477471378,-0.307667401762,-0.442518235701,-0.797956224055
1,0,0,0,0,1,0,0,0,1,0,0,0,0,30,-2.29278174923,-0.146841388329,-1.18220333122,0.668156436248,0.66465138935,-0.134649526695,0.70754368838,nan,-1.66183126411,-0.419903254451,-0.249171752452,1.22920081076,0.281068328664,-0.797956224055
1,0,0,0,1,0,0,0,0,1,0,0,0,0,30,-2.40525647849,-0.253756592246,-1.00817393145,-0.155554656795,-0.9893527558,-0.528928465807,0.651550581565,nan,-1.6835263352,-0.985500430305,-0.688055993685,0.10144526356,-0.229669587035,-1.00946032925
1,0,1,0,0,0,0,0,0,1,0,0,0,0,30,-1.70781924851,0.385653692498,0.565817451454,0.830834911686,0.567040592724,0.471071534193,1.22706890855,nan,-0.598637437618,0.656045598783,0.520530628126,1.10589116859,0.298879604781,0.685126662647
1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,-2.85982234195,-0.199308808223,-1.3590810933,-0.950685062706,-1.40439025508,-0.658211482752,0.860904390334,-1.078002512,-2.09856383448,-1.01464677596,-1.03016197051,-0.565979397354,nan,-1.23502002966
1,1,0,0,0,0,0,0,0,0,0,0,0,1,30,-2.66051353373,1.29373120306,-1.21967803664,-0.953626338019,-1.03242147769,-0.166358386422,1.16477251368,-0.762500686273,-1.92056553251,-0.675160309693,-0.970455724386,-0.295890233986,nan,-0.899835838075
1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,-3.09114788806,-0.6322682155,-1.56071495447,-0.695507422599,-1.21883460192,-0.198779864114,0.536584867444,-1.39993060689,-2.0,-1.20309186538,-1.05062607307,-1.17231554887,nan,-1.30319153231
1,0,0,0,0,1,0,0,0,0,0,0,0,1,30,-2.97085365434,-0.369233809666,-1.1456774552,-0.623477736326,-0.146078259488,-0.751320887143,-0.157800937983,-0.86941589019,-2.18876164346,-0.520832163301,-0.625320238337,-0.129880282547,nan,-0.97198562383
1,0,0,0,1,0,0,0,0,0,0,0,0,1,30,-3.02974734339,-0.399607458709,-1.46760555008,-0.519576870214,-0.719263592433,-0.410283969308,0.634257796978,-1.24792751344,-3.14295795384,-0.698619282517,-0.753644335313,-0.194010619967,nan,-0.97198562383
1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,-1.15527822548,0.175086706558,1.24663996758,1.02710780246,0.956607404487,1.949118831,2.47962898263,-0.0152667566533,0.266432982296,1.54556906242,1.12387165816,1.17098619681,nan,0.840644240268
1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,-0.110884106119,-0.199308808223,-1.09256611874,1.15822259697,-0.847996906555,0.161967479663,nan,-0.360402242702,-2.08406426479,-0.783866569135,-0.704175659049,-0.0634790568244,0.221614478454,-0.935459747805
1,1,0,0,0,0,0,0,1,0,0,0,0,0,30,2.61491012107,3.04298317055,0.54362170534,1.30695241609,0.552541023029,0.833641613578,nan,-0.0462936522739,0.375367353849,1.09856383448,0.842458723014,0.761595260675,0.915935735212,0.776035158845
1,0,0,1,0,0,0,0,1,0,0,0,0,0,30,1.61731127842,-0.121306296222,-0.0752881273042,-0.105629431464,-0.0324214776924,1.17467853141,nan,-0.247927513444,0.220446777021,0.736965594166,0.15994091287,0.110323414906,0.0,0.250406797506
1,0,0,0,0,1,0,0,1,0,0,0,0,0,30,0.0647702553902,-0.253756592246,-0.975752453753,0.692818490482,0.793549122533,0.364156330277,nan,-0.440572591386,-2.17333160289,-0.362570079385,-0.179909090015,0.816877696176,0.654055023994,-0.702798991015
1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,-1.28678300861,-0.462343214057,-1.5134092397,0.115360272173,-0.9893527558,-0.37280926389,nan,-0.569855608331,-2.75064053106,-1.38142910664,-0.372554167957,-1.12988028255,-1.11911121189,-1.16992500144
1,0,1,0,0,0,0,0,1,0,0,0,0,0,30,3.26716886349,1.32192809489,1.65133552264,0.726284566758,1.56704059272,1.34178851725,nan,1.05950101175,1.10180228052,1.22239242134,1.58827523476,0.153912683454,0.290001453434,1.34252499949
1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,-1.27783140776,-0.281770968415,-1.44523773705,0.584455669505,-1.12261928666,-0.850856560694,1.71930645261,-1.24792751344,-3.797183117,-0.887889633678,-0.91312254932,-2.48351723716,-0.315138929225,-1.32665050513
1,1,0,0,0,0,0,0,0,0,0,0,1,0,30,1.53419037484,1.7323042168,-0.944043594026,1.02859896025,-0.754887502163,-0.448758117123,2.35416097267,-0.814968106167,-3.08406426479,-0.0294437778925,-0.787591667236,-2.06847973788,-0.0498485494506,-1.16992500144
1,0,0,1,0,0,0,0,0,0,0,0,1,0,30,1.64503341958,-0.310340120612,-1.04134079538,0.939458458065,-0.553253640994,-0.658211482752,0.898637759141,-1.11042398969,-2.72792045456,-0.13750352375,-0.822357085397,-1.95300252046,-0.0219425528807,-1.21299372333
1,0,0,0,0,1,0,0,0,0,0,0,1,0,30,-1.53433642765,-0.462343214057,-1.33832253314,0.069737655047,0.691368727726,-0.903323980588,1.52423266506,-0.925999418556,-3.82102985895,-0.928916901939,-0.857980995128,-2.28420842894,-0.821029858955,-1.25738784269
1,0,0,0,1,0,0,0,0,0,0,0,1,0,30,-1.54146086208,-0.462343214057,-1.25815218445,0.371830568349,-0.9893527558,-0.800230487624,1.51413914179,-1.32192809489,-3.86993945944,-1.10579466402,-0.753644335313,-2.15094189807,-1.07256862595,-1.30319153231
1,0,1,0,0,0,0,0,0,0,0,0,1,0,30,3.52803543264,0.133266530863,-0.53686821252,0.629371975822,-0.169925001442,0.0966760194117,1.99056663475,-0.360402242702,-1.77372414418,1.19719186721,-0.53605290024,-1.23840473933,-0.204358498506,-0.257387842693
1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,-0.67024179069,0.34958443779,0.560300446487,0.410088283307,0.0106472441995,0.272525854811,-0.259759273801,-0.126912112482,0.0648698397379,0.86249647625,0.220970346267,-0.463617679724,0.437991484372,0.218345588274
1,1,0,0,0,0,0,1,0,0,0,0,0,0,30,0.429684275243,2.3677317845,1.65651576175,1.80496401447,1.95109039952,1.49153563675,0.850780173061,1.13058410981,1.34085782342,1.92906409319,1.74490341359,0.896021580896,0.866030829385,1.86673346914
1,0,0,1,0,0,0,1,0,0,0,0,0,0,30,0.946259800984,0.50523530825,0.967022677554,0.554750568847,1.07293152245,0.849583157447,0.0163018123291,0.639597757298,1.38191019972,1.37064337992,1.01976325482,0.127917474921,0.561176247857,0.96178067777
1,0,0,0,0,1,0,1,0,0,0,0,0,0,30,-0.0963845364243,0.773724144176,1.50967437342,1.2011711093,1.7873705476,2.14914343931,0.132585639618,1.05950101175,1.02027239503,2.22239242134,1.69660785655,0.811443810125,0.708374665276,1.09134031154
1,0,0,0,1,0,0,1,0,0,0,0,0,0,30,-0.18286405715,0.488747185462,1.1834461411,0.67578976115,1.2982238343,1.26065175452,0.479628982632,0.953706347726,0.255073120131,1.40406638146,1.34365286604,0.212806372507,0.481532911066,0.819427754358
1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,3.20626684851,1.25525705524,2.62515159084,0.953656774268,1.85982234195,1.45031297403,1.83707977272,1.78769639629,0.877559063498,2.02527940845,1.57497841215,-0.204981737788,0.808132445677,1.4908050069
1,0,0,0,0,0,0,0,0,0,1,0,0,0,30,-0.0885366746017,0.205675026392,0.253493638624,0.752689946459,0.390789953032,0.654671472533,1.82705819548,-0.0462936522739,0.210188871656,0.510194732319,0.229481846123,0.233270475067,0.514300940535,0.456857674973
1,1,0,0,0,0,0,0,0,0,1,0,0,0,30,0.164462310172,2.47625624128,0.817796668779,0.876264631578,0.717600269299,0.817521948215,2.16627722443,0.559427408614,0.0402638702137,0.540568381363,0.750828247548,0.331450869006,0.640149421969,0.942284502144
1,0,0,1,0,0,0,0,0,0,1,0,0,0,30,1.59474352151,0.773724144176,2.362117185,1.58749398942,1.8947279569,2.15556970847,2.2002495383,1.22456025802,1.32736198094,1.92906409319,1.83689919767,1.50978811026,0.741314339104,2.30485458153
1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,-0.326228232321,0.42084312096,0.46313178748,0.783927991125,1.17111191639,0.429251358499,0.996620756265,0.822461814448,-0.433299705672,0.902024840437,0.96983802949,-0.31954150205,-0.590416930813,0.510796482084
1,0,0,0,1,0,0,0,0,0,1,0,0,0,30,-0.210987658064,0.584962500721,1.41503749928,1.22997360032,1.44674635901,1.04222823539,2.34412973026,1.30050911125,0.517632251692,1.35932806669,1.32788555018,0.916413369727,1.08200841116,0.971430847803
1,0,1,0,0,0,0,0,0,0,1,0,0,0,30,3.68964147755,1.45519462575,3.06572418222,2.70359366184,2.9973258657,2.19976951238,2.57997130705,1.76106126978,1.62412297123,2.73258715366,2.22523237312,2.2831957004,1.01892972853,2.30866619548
1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,1.41227459698,-0.446401670188,-1.82374936031,-0.623477736326,-1.61738397841,-0.182478051785,1.22004848087,-0.925999418556,-3.23606735823,-0.510415547356,-0.91312254932,-1.2160369263,-0.905190306619,-1.19129865223
1,1,0,0,0,0,0,0,0,0,0,1,0,0,30,3.03064837082,2.8755264247,-0.513409239696,0.918699897898,-0.194172547689,0.429251358499,2.10303529715,-0.177538185552,-1.33560303178,0.381870635344,-0.202629166515,-0.0584956493101,0.469787703393,-0.32665050513
1,0,0,1,0,0,0,0,0,0,0,1,0,0,30,2.51671844466,-0.43063435433,-1.18220333122,0.581410937371,-0.754887502163,-0.134649526695,1.36636897074,-0.212303603713,-1.55799545312,-0.0146467759644,-0.451988635452,-0.880852734707,-0.0668549747563,-0.797956224055
1,0,0,0,0,1,0,0,0,0,0,1,0,0,30,0.97899250617,-0.310340120612,-1.82374936031,-0.105629431464,-1.07681559705,-0.488286481309,1.25198230825,-0.925999418556,-3.72792045456,-1.01464677596,-1.09244624876,-0.829013803187,-0.550002662367,-1.30319153231
1,0,0,0,1,0,0,0,0,0,0,1,0,0,30,0.0387323944887,-0.310340120612,-2.0752881273,-0.824175086563,-1.61738397841,-0.613817363393,-0.00967605934904,-1.11042398969,-3.59863743762,-1.58496250072,-1.42502158785,-1.746551643,-1.6748091181,-1.61353165292
1,0,1,0,0,0,0,0,0,0,0,1,0,0,30,2.26589405997,0.0458036896131,0.161751069997,0.0639320333658,0.208586621811,0.199769512376,1.22789259971,-0.360402242702,-0.797183117,0.618570893364,0.08687745068,-0.537965021184,-0.294961047287,0.00939869800225
1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0.11660918691,1.37672056773,0.273861436318,-0.251828363031,0.0931094043915,0.319068440748,-0.0580501134303,-0.0462936522739,0.221906256196,0.458106221171,-0.0924462487646,-0.0535293964168,-0.0191814132036,0.218345588274
1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,1.07935779161,0.312590230308,1.16901907046,0.0927292976732,1.20858662181,0.491535636753,0.00192744857111,0.300509111252,-0.408248333616,0.940498988251,0.797370833485,0.778403548361,0.419793267789,0.98578614078
1,0,0,0,0,1,0,0,0,0,0,0,0,0,30,-0.00984778595635,0.312590230308,0.339749371975,0.277153868811,1.24059701671,1.12314823077,0.298595591057,0.687532234362,0.0938535274074,0.758660665266,0.427421223735,0.888299733518,0.320838857357,0.510796482084
1,0,0,0,1,0,0,0,0,0,0,0,0,0,30,-0.624133098002,-0.0116818050476,0.204819791888,0.507410355927,0.306888695423,0.919217345284,0.177193001906,0.0595010117487,-0.297467902898,0.505069700141,0.279522528622,0.30462708093,0.378511623254,0.19382326914
1,0,1,0,0,0,0,0,0,0,0,0,0,0,30,3.54883501154,0.753162821694,1.69730137659,0.660482508362,1.83007499856,1.23053176615,1.41473610269,1.02260142894,1.06649541179,1.49476469175,0.974909019037,1.23123707791,0.801900491965,1.16887691201
