TR:HT115:CellLine,TR:EGF,TR:HGF,TR:IGF1,TR:TGFb,TR:TNFa,TR:EGFRi,TR:IKKi,TR:MEKi,TR:PI3Ki,TR:PLXi,TR:TAK1i,TR:TBK1i,TR:mTORi,DA:ALL,DV:AKT,DV:EGFR,DV:ERK,DV:GSK3,DV:IkBa,DV:JNK,DV:MEK,DV:PI3K,DV:RPS6,DV:RSKp90,DV:SMAD2,DV:cJun,DV:mTOR,DV:p38
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,nan,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,nan,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,nan,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,nan,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,nan,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,nan,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,nan,-0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,nan,-0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,nan,-0.0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,nan,-0.0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,nan,-0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,nan,-0.0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,nan,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,nan,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,nan,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,nan,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,nan,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,nan,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,-0.584962500721,0.188072348153,0.0395283641866,-0.44648054693,0.0365258760251,-0.289506617195,-0.630974898478,nan,-1.41990325445,-0.811927651847,0.134301091712,0.368644593794,-0.481050600233,-0.0356239097307
1,1,0,0,0,0,0,0,0,1,0,0,0,0,30,-0.195015982405,1.75150168732,0.874469117916,0.056307440902,0.572578776265,0.415037499279,0.753688951757,nan,1.78849589481,0.944146765266,0.771731012327,1.0,0.046716498907,0.771731012327
1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,-1.16992500144,0.424139706386,0.222392421336,-0.793070696051,0.299560281859,-0.0443941193585,-0.0327155751434,nan,-0.13750352375,-0.44579975305,0.0347654181607,0.21978120788,-0.125862955981,0.0347654181607
1,0,0,0,0,1,0,0,0,1,0,0,0,0,30,-1.32746627843,0.053771256441,0.353636954615,-1.13141543834,1.10691520392,-0.343954401217,0.0064550221373,nan,-0.584962500721,-0.0183785293149,0.101879614019,1.21978120788,-0.496425826119,0.101879614019
1,0,0,0,1,0,0,0,0,1,0,0,0,0,30,-1.07370968618,0.281181752544,0.152003093445,-0.344990001751,0.358453970912,-0.0443941193585,0.642043595928,nan,-0.675160309693,-0.174497731232,0.500428990509,0.477578965348,0.129178659099,0.0347654181607
1,0,1,0,0,0,0,0,0,1,0,0,0,0,30,-0.983511877211,0.122484006525,0.0780025120013,-0.916342070953,0.106915203917,-0.13750352375,0.117963337354,nan,-0.271804615462,-0.548893246014,-0.187627003176,-0.259386628819,-0.967497360313,-0.0356239097307
1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,-1.09716865901,0.615082489097,0.415037499279,-0.358730058377,0.238159737195,-0.0443941193585,1.92446635798,0.0588936890536,-0.479609500575,0.0,0.101879614019,0.751501687324,nan,0.134301091712
1,1,0,0,0,0,0,0,0,0,0,0,0,1,30,-0.878158877065,2.31827107128,1.03952836419,0.267811546096,0.469485283301,0.415037499279,-0.0935407678394,0.415037499279,0.324839690307,0.21978120788,0.54933859099,0.396658969964,nan,0.642447995382
1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,-1.24654628305,0.626956589386,0.152003093445,-0.210182523568,0.106915203917,-0.0443941193585,2.26249518137,-0.497499659471,-0.500073603135,-0.216317906927,-0.0356239097307,0.718587064851,nan,0.166009951439
1,0,0,0,0,1,0,0,0,0,0,0,0,1,30,-1.27301849441,0.310929095938,0.0,0.55351945307,0.843880798083,0.0430687218919,1.14746733166,0.0,-0.771375624952,0.0885366746017,0.0347654181607,0.905672617452,nan,0.0347654181607
1,0,0,0,1,0,0,0,0,0,0,0,0,1,30,-1.05062607307,0.368644593794,0.289506617195,-0.516625370958,0.174029399775,-0.13750352375,2.27457924957,0.222392421336,-0.459431618637,-0.396890152569,0.286304185157,-0.133855746735,nan,0.101879614019
1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,-0.983511877211,0.740613371181,0.688055993685,-0.982166706913,0.358453970912,0.125530882084,3.03987802367,0.736965594166,0.393011192949,0.783682093073,0.596644305769,0.424139706386,nan,0.227410496103
1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0.820716943859,-0.113956189297,0.25633975326,-0.748676576693,0.0721497857558,-0.0901978089716,nan,-0.455679483776,-0.500073603135,-0.631355406206,0.068712750084,-0.113956189297,-0.246330475993,-0.0356239097307
1,1,0,0,0,0,0,0,1,0,0,0,0,0,30,3.84014485718,2.9723436571,1.50250034053,1.06833712976,0.802060622388,1.57031572476,nan,0.662965012722,1.17799830198,2.13916274767,1.31487333735,0.578862301185,0.97048091308,1.37036844995
1,0,0,1,0,0,0,0,1,0,0,0,0,0,30,1.9805226255,0.578862301185,1.28950661719,0.867601464494,0.621488376746,1.4791678367,nan,0.906890595609,2.20353339409,1.29613209401,0.964376090269,0.65041556221,0.655061927066,0.851901361011
1,0,0,0,0,1,0,0,1,0,0,0,0,0,30,0.759996562822,-0.133855746735,0.353636954615,0.706500313439,1.5474877953,0.599462070416,nan,-0.337034987278,1.0144995697,0.0885366746017,0.286304185157,1.03606925471,0.226040198352,0.101879614019
1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,0.372973439712,0.0885366746017,0.353636954615,0.57536050161,0.238159737195,0.125530882084,nan,-0.497499659471,-0.419903254451,-0.603341030036,0.729910836632,-0.0558532347335,0.15565087046,0.44980291744
1,0,1,0,0,0,0,0,1,0,0,0,0,0,30,2.59780284649,0.477578965348,0.688055993685,0.300233023788,0.238159737195,0.540568381363,nan,-0.192645077942,1.30138071748,0.188072348153,0.54933859099,0.65041556221,0.226040198352,0.596644305769
1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,-0.413196152455,-0.0943273825482,0.444784842673,-0.435518691433,0.547487795302,-0.13750352375,0.945614421218,-0.192645077942,-0.874469117916,0.794251334783,-0.0721497857558,-0.631355406206,-0.799160355774,-0.0721497857558
1,1,0,0,0,0,0,0,0,0,0,0,1,0,30,4.34278141024,2.6150824891,1.5305147167,-0.876264631578,0.714597781138,0.203533394085,4.73096887526,0.222392421336,1.0144995697,2.55420024695,0.729910836632,0.340075441598,0.232272152063,0.642447995382
1,0,0,1,0,0,0,0,0,0,0,0,1,0,30,2.48582159938,0.340075441598,0.959358015503,0.602795793808,1.10691520392,0.125530882084,3.38892465896,0.0588936890536,-0.169925001442,1.67349917532,0.44980291744,-0.0183785293149,0.244655876519,0.286304185157
1,0,0,0,0,1,0,0,0,0,0,0,1,0,30,0.142019004872,0.122484006525,0.530514716699,-0.10222978272,0.469485283301,-0.343954401217,1.67888036411,-0.125530882084,-0.271804615462,1.42413970639,-0.187627003176,-0.603341030036,-0.603341030036,0.0347654181607
1,0,0,0,1,0,0,0,0,0,0,0,1,0,30,0.381484939568,0.0181473467103,0.784271308945,0.0649102990762,1.26918663282,-0.0443941193585,3.67635242402,-0.192645077942,-0.307428525192,1.47757896535,0.500428990509,-0.0183785293149,0.588610277736,0.286304185157
1,0,1,0,0,0,0,0,0,0,0,0,1,0,30,2.47988864363,0.281181752544,1.38466385024,-0.159198594849,0.758991900496,0.203533394085,4.21625648646,0.0,0.177998301978,2.39665896996,0.44980291744,-0.216317906927,0.456440198289,0.286304185157
1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,-0.618515060432,0.171952682789,0.502500340529,0.0284284083265,0.14086253584,0.203533394085,0.714799938364,-0.0303736490435,0.570315724757,0.354430734575,0.342887713523,-0.113956189297,-0.0183785293149,0.257157839497
1,1,0,0,0,0,0,1,0,0,0,0,0,0,30,1.11164535583,2.47100631142,2.11547721742,0.642419957659,0.415037499279,1.38187063534,2.94393393758,0.502500340529,1.44745897697,2.07125868317,1.59664430577,-0.303780748177,0.503574173881,0.596644305769
1,0,0,1,0,0,0,1,0,0,0,0,0,0,30,1.73696559417,0.21978120788,0.353636954615,0.273760812427,0.106915203917,0.277533975529,-0.0866543822542,-0.192645077942,1.75434767239,0.188072348153,0.397335497545,-0.133855746735,-0.0788143831768,0.397335497545
1,0,0,0,0,1,0,1,0,0,0,0,0,0,30,-0.0392213097977,0.55420024695,0.584962500721,0.720724953159,0.668794091525,0.277533975529,1.22976723633,0.0588936890536,1.78849589481,0.55420024695,0.500428990509,0.866144253265,0.559166499844,0.642447995382
1,0,0,0,1,0,0,1,0,0,0,0,0,0,30,-0.584962500721,0.15565087046,0.353636954615,0.056307440902,0.106915203917,-0.584962500721,0.996761625933,-0.678071905113,0.228624375048,-0.78021879212,0.54933859099,-0.396890152569,0.226040198352,0.0347654181607
1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,1.26671475232,0.762308442281,1.55799545312,0.96733381108,0.714597781138,0.813586875769,2.04145044349,-0.0614005446641,2.55551872283,1.13916274767,1.31487333735,0.396658969964,0.709681511629,1.39733549755
1,0,0,0,0,0,0,0,0,0,1,0,0,0,30,-0.568474377933,0.490635118173,0.384663850235,0.0912577449051,0.0365258760251,-0.0901978089716,1.94393393758,-0.299560281859,0.404066381458,0.325575871903,0.166009951439,-0.259386628819,-0.246330475993,0.134301091712
1,1,0,0,0,0,0,0,0,0,1,0,0,0,30,1.46394709976,1.75150168732,1.71271804792,0.230062269496,0.88452278258,1.04306872189,2.90473248744,0.0,1.6835263352,1.50357417388,1.59664430577,0.368644593794,0.2071811711,1.37036844995
1,0,0,1,0,0,0,0,0,0,1,0,0,0,30,1.87898459904,0.718587064851,1.0,0.619243635293,0.299560281859,0.479167836699,2.56978750689,-0.0614005446641,1.72819538454,0.626956589386,0.927850214244,0.310929095938,0.612695896261,0.771731012327
1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,-0.857980995128,0.250808103501,0.637429920615,0.562052528463,1.14086253584,0.34792330342,1.89780476685,-0.263034405834,1.33642766458,0.21978120788,0.54933859099,0.944146765266,0.194470119351,0.54933859099
1,0,0,0,1,0,0,0,0,0,1,0,0,0,30,-0.961816806112,0.15565087046,0.353636954615,0.564481308567,0.0365258760251,-0.13750352375,2.21451515247,-0.415037499279,0.37064337992,0.0181473467103,0.286304185157,-0.174497731232,-0.0332518057964,0.101879614019
1,0,1,0,0,0,0,0,0,0,1,0,0,0,30,0.700014457993,0.55420024695,0.959358015503,0.449610647826,0.415037499279,0.277533975529,3.13426514968,-0.263034405834,1.2410080995,0.424139706386,0.68684211474,0.578862301185,-0.00365702360809,0.596644305769
1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,-0.679177842339,-0.303780748177,-0.125530882084,-1.39366384849,0.0365258760251,-0.289506617195,-0.395758436784,-0.337034987278,-0.419903254451,-0.911463325398,0.068712750084,-1.01837852931,-1.1499754121,0.0347654181607
1,1,0,0,0,0,0,0,0,0,0,1,0,0,30,1.45187426746,0.65041556221,0.637429920615,-0.0400268938716,0.299560281859,0.203533394085,0.38892465896,0.0,1.04306872189,0.529109265988,0.397335497545,-0.659924558402,-1.51718438629,0.342887713523
1,0,0,1,0,0,0,0,0,0,0,1,0,0,30,4.22120745614,0.053771256441,0.152003093445,0.0954626299595,0.174029399775,-0.13750352375,3.54782825431,-0.125530882084,0.5604679388,0.944146765266,0.166009951439,-0.603341030036,0.00364777701514,0.101879614019
1,0,0,0,0,1,0,0,0,0,0,1,0,0,30,2.05955684468,-0.259386628819,-0.082462160192,-0.434305832984,0.358453970912,-0.343954401217,3.16199610542,-0.497499659471,-1.30742852519,0.0181473467103,-0.187627003176,-0.98185265329,-0.35892230237,-0.187627003176
1,0,0,0,1,0,0,0,0,0,0,1,0,0,30,2.85779037677,-0.174497731232,-0.082462160192,-0.780686971596,-0.0374747054187,-0.584962500721,3.77794449164,-0.584962500721,-1.45943161864,-0.548893246014,-0.109624491174,-0.84434912954,-0.426036498228,-0.270089163368
1,0,1,0,0,0,0,0,0,0,0,1,0,0,30,4.18702019137,-0.216317906927,0.222392421336,-0.609392539542,0.0365258760251,0.125530882084,4.20752872215,-0.263034405834,-0.169925001442,0.21978120788,0.101879614019,-0.659924558402,0.269108920243,0.0347654181607
1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,2.64363507014,2.49711915174,1.72489276187,0.212360267763,0.5972408305,1.43133931161,2.45530878861,0.502500340529,2.12553088208,2.0,1.99117614961,-0.0183785293149,0.29613209401,0.596644305769
1,0,0,1,0,0,0,0,0,0,0,0,0,0,30,2.42742122373,0.29613209401,0.502500340529,0.380304905077,0.387023123109,0.479167836699,0.20752872215,0.0588936890536,1.98902888218,0.503574173881,0.66481580841,0.188072348153,0.348705746741,0.596644305769
1,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0.252864773561,0.325575871903,0.321928094887,0.518247004614,1.99072218641,0.31315788526,0.948969527477,0.11547721742,1.37626792911,0.21978120788,0.475338009547,1.63873375716,0.377106172543,0.257157839497
1,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0.0273764389313,0.21978120788,0.0780025120013,-0.16120373074,0.0721497857558,-0.237039197301,0.654427320384,-0.415037499279,0.0288548626722,-0.44579975305,0.423807708907,0.0360692547075,0.109000777161,-0.0356239097307
1,0,1,0,0,0,0,0,0,0,0,0,0,0,30,1.84553811595,0.529109265988,0.688055993685,0.41234339011,0.495957494662,0.788495894806,1.41947842777,0.247927513444,2.59464505412,0.72964225336,0.832272554262,0.4644035766,0.35728473163,0.729910836632
