"TR:SNUC5:CellLine","TR:PLX","TR:EGF","TR:HGF","TR:IGF1","TR:TGFb","TR:TNFa","TR:IKKi","TR:MEKi","TR:PI3Ki","TR:BRAFi","TR:TAK1i","TR:TBK1i","TR:mTORi","DA:ALL","DV:AKT","DV:EGFR","DV:ERK","DV:GSK3","DV:IkBa","DV:JNK","DV:MEK","DV:PI3K","DV:RPS6","DV:RSKp90","DV:SMAD2","DV:cJun","DV:mTOR","DV:p38","DV:TAK1","DV:TGFRb","DV:IRS1","DV:M3K1","DV:MP2K4","DV:S6K","DV:TBK1","DV:IKK","DV:RASK","DV:BRAF","DV:PAK1"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0.403223142471346,0.608176306938221,0.544275000227154,0.690398919946064,0.539434013773983,0.450673050184509,0.865577664529299,NA,0.654722298244053,0.613681726788552,0.538044042438477,0.527403810810889,0.783813520073981,0.517967552715161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,1,0,0,0,0,30,0.45208256287258,1,1,1,1,0.940780771481473,1,NA,0.9454087612886,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,1,0,0,0,0,30,0.441657236542065,0.652255192738242,0.762323883990346,0.980383895761065,0.881367734916066,1,0.975301686259878,NA,0.74426097235932,0.880665813212817,0.85198396290006,0.910029434508352,0.965837517115062,0.770534979673149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,1,0,0,0,0,30,0.398869124900632,0.586192193462963,0.616266159704539,0.78723817198316,0.774315383264781,0.822694799910162,0.772553248071632,NA,0.739463256216857,0.703360419058037,0.729754125053819,0.643423376746017,0.665969025573819,0.629923149649395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,1,0,0,0,0,30,0.45208256287258,0.663379484256104,0.805421883883647,0.977113362170291,0.799778031848989,0.650330639984567,0.815706542824024,NA,0.771138859524445,0.823673984081088,0.973329505891636,0.7182116475428,0.723962651697643,0.814089570476513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,0.437257137011232,0.624952228316709,0.724867760992588,0.882057164107993,0.719967122305354,0.66128145416359,0.934724365145566,NA,0.677496398142767,0.746274049787858,0.697365687433273,0.743265221046678,0.891220788334524,0.710908263628872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0.411541128103881,0.593767351426195,0.515210281672363,0.741186544078736,0.479285638527617,0.544385556735282,0.783331047501875,0.519626290381018,0.593642461380956,0.617288731675272,0.507815894869195,0.513916032539031,NA,0.54389256057992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,0,0,1,30,0.49345115209443,0.906498739232154,0.977359201463633,0.905784496250901,0.611401232243693,0.639102560750498,0.888345552926695,0.799505025732891,1,0.784720613832996,0.908292718744744,0.663350363064938,NA,0.824473905387812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,0,0,1,30,0.44380598491684,0.57834643760716,0.476254344234059,0.592872554673031,0.52003507830762,0.537289638300253,0.698058818303776,0.538821198600913,0.534863487656321,0.484907493505148,0.484037158660395,0.611723913989548,NA,0.535382169016919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,0,0,1,30,0.457980963417419,0.631319567227498,0.578323103799125,0.74478976031024,0.943558502517669,0.731187595967168,0.881847608782346,0.64589387288019,0.838072354340095,0.784720613832996,0.826026291920728,0.726722948130623,NA,0.67186310205623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,0,0,1,30,0.418110675209518,0.668737257468629,0.640011815470682,0.857512559500576,0.594188399802436,0.851786239649521,0.970106118111661,0.678853753054598,0.744935671547145,0.851366126353579,0.74015154326779,0.709531795440399,NA,0.952811814857033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,0,0,1,30,0.490438174867726,0.640537331363482,0.673589914756126,0.62459513050615,0.628142420397143,0.671968367448027,0.540755876238813,0.710614822927852,0.545793809946565,0.685890315504975,0.559701840198107,0.691638771971289,NA,0.735517809297835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0.896697001072997,0.657887752928308,0.689548373978996,0.888880039988635,0.830183067768278,0.66128145416359,NA,0.756190372036071,0.783972624551995,0.948072840046302,0.808036101749049,0.778349397206013,0.791873274526446,0.8088250639166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,1,0,0,0,0,0,30,0.57458182535943,0.828791771688127,0.762323883990346,0.941939484264196,0.82422189713091,0.879086268958928,NA,1,0.897539387666614,0.784720613832996,0.986821652687163,0.766963868563965,0.653492457433628,0.723346794530967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,1,0,0,0,0,0,30,1,0.684068441788357,0.762323883990346,0.795516932188541,0.774315383264781,0.865646287679062,NA,0.799505025732891,0.700695450937779,0.770767445893316,0.876804429674696,0.743265221046678,0.573375121716294,0.844687853237823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,1,0,0,0,0,0,30,0.645709470468709,0.552973129620338,0.537169919284002,0.621333765367998,0.558235963219455,0.66128145416359,NA,0.74126123640565,0.527959208712448,0.495037307120248,0.697365687433273,0.663350363064938,0.474736568599126,0.56868179520859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,1,0,0,0,0,0,30,0.804121225655809,0.557410812096417,0.578323103799125,0.749297835243437,0.594188399802436,0.507712984682914,NA,0.5,0.543662067588169,0.806865859343214,0.697365687433273,0.789446653422139,0.633721701828797,0.644251266193939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,1,0,0,0,0,0,30,0.905621186177484,0.640537331363482,0.813601730226808,0.947670545335256,0.761174766188788,0.775132968606002,NA,0.85410612711981,0.654155463083522,0.806865859343214,0.789455965251926,0.837814216052709,0.947721786679445,0.854530368697513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0.52585922633664,0.516482064730692,0.43390682930181,0.733129491856771,0.510099653808765,0.432931266728621,0.751098718809352,0.5,0.433644658205186,0.682896654870164,0.433259020906545,0.47826075765711,0.52325797082646,0.471931584545524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,0,1,0,30,0.386541759928794,0.459380363826514,0.44267624494875,0.661049981858763,0.363655910904258,0.459284688550233,0.333743926430128,0.459372527399754,0.449097933899806,0.523860863754546,0.377478603930426,0.369165088273436,0.271536935624523,0.481443243302257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,0,1,0,30,0.428014279784946,0.508395587961465,0.459754818361986,0.65112477335664,0.52003507830762,0.342929957071865,0.654787835139603,0.5,0.425370007568196,0.523860863754546,0.315601546496546,0.553194673315489,0.416559663256015,0.535382169016919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,0,1,0,30,0.476005220756015,0.552973129620338,0.367652742946145,0.492107381284075,0.52003507830762,0.320182127800043,0.70236936098491,0.416762458789367,0.482612018092811,0.441361330425209,0.433259020906545,0.485627623632528,0.423623983466552,0.400458129322937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,0,1,0,30,0.54093229718977,0.524281386211186,0.424976497997732,0.910192957794129,0.594188399802436,0.492150495248039,0.857315394680743,0.459372527399754,0.485633569425779,0.746274049787858,0.85198396290006,0.600626657773421,0.573375121716294,0.481443243302257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,0,1,0,30,0.718576332715653,0.548443942118434,0.522640798535861,0.736183076176688,0.594188399802436,0.492150495248039,0.880082095824555,0.538821198600913,0.532592411885598,0.827759275022482,0.5,0.439446191257189,0.486234320795569,0.462257325479019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0.677920821478723,0.570210032934112,0.757796508079025,0.838265371691476,0.675778102869937,0.537289638300253,0.701580422547562,0.678853753054598,0.679960763185303,0.831799917081886,0.680449703069683,0.653500101167909,0.716347805310453,0.665085411776499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,1,0,0,0,0,0,0,30,0.870736741164509,0.646474390388337,0.788637827514741,0.803516224617294,0.644437123223289,0.671968367448027,0.669797346183036,0.827232216991589,0.567663592121884,0.847534847837813,0.573693746006007,0.700676580980068,0.754849624495717,0.644251266193939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,1,0,0,0,0,0,0,30,0.806943321910176,0.593767351426195,0.662652614006374,0.711326158304431,0.734014066089391,0.650330639984567,0.62176988763416,0.710614822927852,0.598402617298031,0.897864963973978,0.545355671550365,0.633109531297229,0.665969025573819,0.698190191908602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,1,0,0,0,0,0,0,30,0.748559327946264,0.561760613870539,0.628283792531128,0.735507893973199,0.594188399802436,0.507712984682914,0.545319073471149,0.538821198600913,0.476406543352042,0.613681726788552,0.450695578015864,0.789446653422139,0.653492457433628,0.68517972525881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,1,0,0,0,0,0,0,30,0.628263539130332,0.513819513203603,0.492212803457065,0.682287059206318,0.435623129373757,0.507712984682914,0.420889380253279,0.538821198600913,0.449097933899806,0.57553295983454,0.6388970215939,0.485627623632528,0.56915698990927,0.442398081729772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,1,0,0,0,0,0,0,30,0.538800078303303,0.552973129620338,0.662652614006374,0.72050580289233,0.594188399802436,0.385198634175518,0.715470260192787,0.575989921463188,0.636228768117321,0.979017628532193,0.626442819291562,0.691638771971289,0.653492457433628,0.56868179520859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0.774476410267523,0.539095390356383,0.406608680384483,0.730554434360893,0.457844310706737,0.450673050184509,0.330946437970819,0.479922491232639,0.537105258405043,0.676835616368355,0.396688694237743,0.533995186263523,0.635421156459585,0.452414810019446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,1,0,0,0,30,0.439474648222373,0.557410812096417,0.522640798535861,0.603728901335782,0.594188399802436,0.507712984682914,0.552770807804476,0.799505025732891,0.513268645912598,0.606360397083883,0.573693746006007,0.735072118808256,0.462769392598809,0.462257325479019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,1,0,0,0,30,0.643708114477554,0.529331213472133,0.424976497997732,0.57823503801592,0.457844310706737,0.441890873288914,0.291303686890604,0.459372527399754,0.523199052795253,0.720042123872179,0.484037158660395,0.527403810810889,0.711159083965718,0.462257325479019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,1,0,0,0,30,0.606335037866858,0.570210032934112,0.578323103799125,0.745114625053616,0.705589632046129,0.522747829271761,0.411299256860369,0.710614822927852,0.5,0.858911593723324,0.5,0.633109531297229,0.721446283432508,0.552276867620785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,1,0,0,0,30,0.745208074999229,0.524281386211186,0.424976497997732,0.649672334939649,0.388598767756307,0.441890873288914,0.324208136409595,0.5,0.476406543352042,0.591267890588928,0.729754125053819,0.527403810810889,0.686601515283904,0.462257325479019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,1,0,0,0,30,0.833421952603486,0.548443942118434,0.564988313468077,0.733129491856771,0.539434013773983,0.476021974541894,0.577903847663934,0.827232216991589,0.552036451191436,0.661233509422932,0.415268830734866,0.682410679387878,0.689433953770538,0.517967552715161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0.912528058115682,0.513819513203603,0.377687931480336,0.649672334939649,0.400698472921539,0.395165018559078,0.497236944136006,0.459372527399754,0.538215388843595,0.648259719719888,0.194581193408194,0.485627623632528,0.665969025573819,0.36682861074403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,1,0,0,0,0,0,0,0,0,1,0,0,30,0.691058396677044,0.634435333106986,0.44267624494875,0.671020388075834,0.457844310706737,0.459284688550233,0.697734525056259,0.678853753054598,0.593642461380956,0.667553579020954,0.396688694237743,0.5,0.605098486246179,0.462257325479019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,1,0,0,0,0,0,0,1,0,0,30,0.684457554213396,0.519112728646301,0.406608680384483,0.633599139679281,0.457844310706737,0.565016506375476,0.387493431852503,0.611641123235356,0.554068460583555,0.741174450752648,0.396688694237743,0.540488908110208,0.608832996657608,0.552276867620785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,0,1,0,0,0,0,1,0,0,30,0.533321440302293,0.513819513203603,0.424976497997732,0.674544449937653,0.5,0.441890873288914,0.235449463610369,0.5,0.485633569425779,0.56740702683451,0.336986854039636,0.485627623632528,0.50795945099085,0.462257325479019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,1,0,0,0,0,0,1,0,0,30,0.578670366511109,0.519112728646301,0.406608680384483,0.696255779595351,0.412563217444147,0.476021974541894,0.316116367137934,0.459372527399754,0.449097933899806,0.679878555919214,0.377478603930426,0.527403810810889,0.674989894333816,0.400458129322937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,0,0,0,0,0,0,1,0,0,30,0.946080377513633,0.566025948113592,0.492212803457065,0.719422836225361,0.576476575791476,0.591111411465118,0.730805475989334,0.770868585909177,0.616237218532147,0.891081010917136,0.433259020906545,0.643423376746017,0.794839456016748,0.615222832911364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
